Tweets,ID,len,Date,Source,Likes,RTs,Location
صباح الخير سؤال على السريع وش رايكم بخدمة stc الألياف البصرية وأي سرعة افضل وكم سعرها او اجدد خدمة برودباند موبايلي وأيهما افضل ؟,2.80927E+17,,12/18/2012 6:46,_8997096544733,0,0,
@FMB4 #STC إلالياف البصريه عندي السرعه 100 ميجا والنت ؤلا أحلا,2.77415E+17,,12/8/2012 14:10,4Abu,0,0,
#stc #الالياف_البصرية يبون يكحلونها عموها ، فاشله وبطيئة وتشبك ساعة وتفصل عشر ساعات ,2.75331E+17,,12/2/2012 20:09,Noufa_alg,0,1,
اللي عنده علم بانترنت STC الالياف الضوئية كم الشهر يخبرني,2.73323E+17,,11/27/2012 7:09,_i3zooz_,0,0,
بعد ماركبوا #STC الالياف شوفوا سرعة النت بصراحه فررررق,2.65653E+17,,11/6/2012 3:14,9aleh_abdullah,0,0,
"المدير التنفيذي لstc : الالياف التي توفرها تعادل الموجودة باليابان اقول كل تبـ ... وتعال شـ... كيف النت بطـ... *سوري النت يقطع وانا اكتب*""",2.54027E+17,,10/5/2012 1:14,tariq_1404,0,0,
المدير التنفيذي لstc : الالياف التي توفرها تعادل الموجودة باليابان اقول كل تبـ ... وتعال شـ... كيف النت بطـ... *سوري النت يقطع وانا اكتب,2.53753E+17,,10/4/2012 7:05,d7o0om_460,0,0,
المدير التنفيذي لstc : الالياف التي توفرها تعادل الموجودة باليابان اقول كل تبـ ... وتعال شـ... كيف النت بطـ... *سوري النت يقطع وانا اكتب*,2.53597E+17,,10/3/2012 20:47,prince_badoori,0,0,
@MBAfif إسأل الجامعة.،، وعن نوع النت.. معقول يكون STCالألياف البصرية ؟,2.42907E+17,,9/4/2012 8:46,iSoul_SLAYER,0,0,
يا جماعه النت الجديد الي من stc الالياف البصريه لحد يركبه والله مقلب اسبوع تكون سرعته خياليه وبعد الاسبوع خلاص ماله اي فايده #stc,2.30861E+17,,8/2/2012 3:00,tmm_1989,0,0,
@stccare_ksa السلام عليكم، كم سرعة بيتي dsl؟ هذا رقم الصندوق Damm 490 017-018 وهل يمكن توصيل stcالفايبر مع ان فايبر زين مركب بس اتوقع فايبر stc افضل وشكرا,1.22875E+18,,2/15/2020 18:30,daif_alghamdi,0,0,
والله غلطان ياعبدالرحمن زين فاشل بكل شي STC الفايبر افضل لك,1.18675E+18,,10/22/2019 21:09,FaHaD_446,0,0,
امس سويت بلاغ ب my stc الفايبر له فترة بيقطع وبطئ ومافي ساعة كان عندنا الفني وصلحه الحمدلله.,1.1841E+18,,10/15/2019 13:25,s_kojok,0,0,
الله يلوم الي يلومك ، وصلنا 2020 وSTC الفايبر ما وصل الا للبعض فقط,1.17866E+18,,9/30/2019 13:21,YGubllan,0,0,
#باقات_بيتي_فايبر_STC. الفايبر زين بس لو تفتكو من الاعطال وتعطوني عرض مجاني زمان ماجت عروض مجانيه ,1.17667E+18,,9/25/2019 1:16,3tmSKXQtnm44zRP,0,0,
#باقات_بيتي_فايبر_STC الفايبر نسمع فيه لنا اكثر من 5 سنوات ولا شفناه @SaudiVision2030 @Khaled_Biyari @aalswaha,1.17662E+18,,9/24/2019 22:02,Yousef2471,0,1,
#كلنا_معاك_ياانمار يا جماعه نت stc الفايبر بطيييء جداً وش السبب كلكم كذا بطيء ولا بس انا @STC_KSA,1.17591E+18,,9/22/2019 23:18,lena_aljumaiah,0,0,
يا stc الفايبر انظرو ماذا فعلتم بمدخلي ماهو الحل معكم ,1.16632E+18,,8/27/2019 12:15,aYDhPDlHJtKH7Uw,0,0,
فيه احد عنده مودم stc الفايبر الاسود ويعرف كيف يتحكم بالازرار الموجودة في المودم من ورا؟ ,1.16542E+18,,8/25/2019 0:10,luvarix_,0,0,
انا صراحة غسلت يدي من stc الفايبر بطي رغم اني مشترك ٣٠٠ ميغا بس خسرير فلوس بس قاعد انتظر 5G واشترك واريح لي لان السرعة يقول بتتعدا ال٢٠٠ ميغا والميزه تقدر تاخذه وين ماكنت,1.14768E+18,,7/7/2019 1:19,mazinal7rby,0,0,
#NAME?,1.1467E+18,,7/4/2019 8:50,abra278300,0,0,
#لو_عندك_مليار ماشفتوني اغرد هنا بشتري لزوجي هديه افخم سياره وبوسه بنكهة المليار وبسافر معه مارحت شهر عسل الايجار المتاخر اهم شي بسدده وبزيد صاحب البيت عطوه يستاهل بسافر ديرني لاند اهم شي وبشترك في باقة stc الفايبر الي اعلاناتها في كل مكان عطو stc يستاهلون ,1.14353E+18,,6/25/2019 14:58,m19queen,2,1,
@ZainKSA تدرون STC الفايبر عندهم ب 99 وأنتم وهقتونا ب ٢٦٥ وش الي نكبني,1.14351E+18,,6/25/2019 13:16,AldheemMohammed,0,0,
بس بعض الاحيان تحسها تهنق ابو عشرين الا ثلاثين ثانيه برمضاان بعد الفجر .. والايام العاديه بعد صلاه العشاء كذا يجيها تهنيق مو طبيعي وبعدها تكون الامور كويسه .. تمنيت يزيدون السرعه مثل stc الفايبر عندهم 300 ,1.1415E+18,,6/20/2019 0:25,m7ammed_097,0,0,
عندك موبايلي الفايبر حقها ٢٠٠ ميقا ب ٣٥٠ وعندك الاتصالات المتكاملة اللي هي تبع STC الفايبر حقها ١٢٠ ميقا ب ٣٠٠,1.1406E+18,,6/17/2019 12:57,NdShtat,1,0,
تنصحوني بعرض @stc الفايبر 99 والا لا #انترنت #فايبرstcب99ريال #السعوديه وياريت شرح مزبوط له,1.13817E+18,,6/10/2019 19:38,fadwa_tk,1,1,
#NAME?,1.12E+18,,4/21/2019 16:28,ved_6,0,0,
المهم خدمة مثل الإتصالات تتحسن اهم من التسويق بالنسبة لي مثلا ً Stc الفايبر ما وصلني من 4 سنين وانا طالبه والكبينة حقت الحي 10 ميجا من 10 سنين ما حدثوها وتخيل اني طلبت 20 ميجا ما يوصلني منها الا 1 ميجا تحميل يعني حتى ال 10 ما توصلني وحولت شريحة بينات 3 ميجا السرعة,1.11555E+18,,4/9/2019 9:50,YAGHMOURX,0,0,
 من الخاص افضل مقوي لراوتر stc الفايبر ؟,1.10179E+18,,3/2/2019 10:28,Ask_madinah1,0,0,
في واحد شغال في stc الفايبر عندكم في منطقة الباحة سمين الولد أتوقع اسمه خالد خضر الزهراني اذا ماخاب ضني ماشاء الله تبارك والاسلوب واللطافه انسان روحه حلوه واخلاق ومهني والله يكثر من امثاله ,1.09893E+18,,2/22/2019 13:08,ssaass1818,0,0,
ياليت يازين تعطون stc الفايبر لانها عندها خبره اكثر منكم وسيرفراتها افضل منكم واسعارها افضل منكم بعد,1.09606E+18,,2/14/2019 14:37,r1xcc,0,0,
مافي تطبيق على مودم stc الفايبر,1.08502E+18,,1/15/2019 3:34,so1230321so,0,0,
البرنامج على خط البيت STC الفايبر مايشتغل .. اما على tp-link شغال زي الحلاوة .. ممكن ححل ؟ ,1.07481E+18,,12/17/2018 23:29,smo506v,1,0,
شركة الإتصالات السعودية stc الفايبر يصل لمحافظة القرى #القرى #سناب_القرى,1.06157E+18,,11/11/2018 11:01,alqarasnap,0,0,
انترنت STC الفايبر اللي ماوراه شي سيئ جدا ويقطع وجوي TV فاشي يتاخر حوالي ١٠ الى ١٥ ثانية. يعني تتفرج مباراة تعرف ان جاء هدف من الواتس قبل ماتشوفه على جوي TV اللي دافع فيه مبلغ وقدرة,1.04342E+18,,9/22/2018 8:28,ax3andm,0,0,
@HuaweiMobileKSA هل راوتر a1 متوافق مع مودم stc الفايبر ؟ وكم سعره الآن ؟,1.01389E+18,,7/2/2018 21:13,saudi939,0,0,
"STC الفايبر مفصول من الفجر ولا احد حل المشكله على الرغم من تحديث و تنشيط الخدمه ، يا خي شغلي متوقف بسببكم , لو سمحتم ردو عالخاص @STCcare",1.01083E+18,,6/24/2018 10:22,eyad1hijjawi,0,0,
@STCcare @STC_KSA @stc الفايبر منقطع له اكثر من يوم و للحين ما تصلح... اخر شي أمس قالو المشكله من الكنترول من عندنا اربع ساعات و يتصلح ... وللحين ننتظر @McitGovSa,9.79281E+17,,3/29/2018 8:57,saadalqaht,0,0,
اليوم الصبح قبل اطلع للدوام كان فيه مشكله في النت STC الفايبر وحتى الـ4G ! وما ادري متى انحلت ,9.67808E+17,,2/25/2018 17:04,AboMeshari,0,0,
#stc_الفايبر_بنكهة_الزباله تهنئه بوصول الفايبر بين اكوام من المخلفات على شيلوها نيابة عن البلدية ولا اختاروا موقع ثاني @STC_KSA @STCcare @STCBusiness @Barjasbh @SaudiProject نسيت اقول ترى الفايبر يقطع,9.63356E+17,,2/13/2018 10:15,aligolden21,2,1,
كيف نتهم هل يقطع النت ولا عندي جهاز التايقر كل القنوات تشتغل عن طريق النت وعندي stc الفايبر ومطلع عين اهلي شركه ,9.47915E+17,,1/1/2018 19:36,NBahkle,0,0,
#NAME?,9.41636E+17,,12/15/2017 11:47,TBAlahmad2016,0,0,
#النسيم_الشرقي_بدون_فايبر_stc الفايبر موجود عندنا في الصفوة شرق النسيم له اكثر من سنة,9.38462E+17,,12/6/2017 17:34,sha7en_alotaibi,0,0,
"اعادة طرح باقات STC الفايبر و DSL ... "" تم ارحاع شرط عقد الالتزام "" - البوابة الرقمية ADSLGATE http://www.adslgate.com/dsl/showthread.php?t=2351943 #adslgate",8.35961E+17,,2/26/2017 21:13,_abdulibra,0,0,
@27arar @stciloveyou فرحانين بتغريدتي عشان تطبلون ل STC انا اللي خلاني ارجع لنت موبايلي انه الخايسة STC الفايبر حقها عطلان من ٣ ايام ,7.96786E+17,,11/10/2016 18:46,iDa7omi,0,0,
شكرا #STC الفايبر خياس من امس الليل :),7.37268E+17,,5/30/2016 13:01,iMoath92,0,0,
#NAME?,5.81966E+17,,3/28/2015 23:49,Abdulaziz_281,0,0,
@Fahad_als اشتراكي الجديد مع #STC الفايبر وااااو ماشاءالله روووعه السرعه http://instagr.am/p/RoLwMWr4EB/ احسن من زين حقك خخخخخخخ,2.65251E+17,,11/5/2012 0:35,thellooly,0,0,
اشتراكي الجديد مع #STC الفايبر وااااو ماشاءالله روووعه السرعه http://instagr.am/p/RoLwMWr4EB/,2.65251E+17,,11/5/2012 0:33,thellooly,0,0,
#بسرعة_و_جودة_عالية خدمة الألياف بصراحة أبدعت شركة النصب STC الفايبر أوبتك,2.39751E+17,,8/26/2012 15:48,Nasrwy_Onaizah,0,0,
STC الياف ٨٠ ميغا ساكن بالاحساء ..,1.23118E+18,,2/22/2020 11:34,xiSulTaN_,0,0,
السلام عليكم ورحمة الله وبركاته انا مشترك عند stc الياف 100ميقا و ما يوصلني من ال100الا اقل من50ميقا و اليوتيوب يقطع والنت سيء وش الحل https://my.meqyas.sa/result/MTU4MjQ5NTcwOTsyMDIwLTAyLTEyOzIzNzthcl9TQQ==?navbar=false,1.22757E+18,,2/12/2020 12:33,IIGx9_ksa,1,1,
انا البنق حقي من ٦٠-٥٦ stc الياف,1.22751E+18,,2/12/2020 8:44,H_alzayani96,0,0,
االنهضه/stc الياف بصريه ,1.22552E+18,,2/6/2020 20:24,Ddalal2010,0,0,
اخطاتم زين في البيت ممتازه جدا لي كانت خايسه الخط الارضي stc الياف سنه و فصلته كل يومين يجون يسون صيانه راخر شي يقولي العامل عندي موقع عندك ضعيف اكثر من 10الاف خط شابكين فيه يوصلك ضعيف جدا اطلب خط ارضي ثاني,1.22439E+18,,2/3/2020 17:48,n_sa777,0,0,
stc الياف 5g,1.2241E+18,,2/2/2020 22:22,tote881,0,0,
انا stc ألياف عندي مشكلة في البنق الله يأخذهم,1.22262E+18,,1/29/2020 20:38,__Mohammed46,0,0,
الياف زين كويسه ترا,1.22261E+18,,1/29/2020 20:14,ttabb6,0,0,
السادة في stc ابي افهم الشارع اللي قبالي في الياف وشارع بيتنا مافي ليش كدة ياstc الياف الموبايلي ذبحتنا كل يوم اسوأ واسوأ فكونا من موبايلي السيئ نبي stc الحب حي الوادي بمخرج ٦,1.2197E+18,,1/21/2020 19:02,al_mky,0,0,
@stc_ksa هل في طريقة الواحد ممكن يطلب فيها خدمة الياف ؟ يعني رابط او موقع او مكان يجو يسوولي بوكس تحت البيت لان الحي كله يدعم الالياف #ريتويت #stc #الياف,1.21718E+18,,1/14/2020 20:40,jawadbadkook999,0,0,
هل في طريقة الواحد ممكن يطلب فيها خدمة الياف ؟ يعني رابط او موقع او مكان يجو يسوولي بوكس تحت البيت لان الحي كله يدعم الالياف #ريتويت #stc #الياف,1.21674E+18,,1/13/2020 14:59,moe_atm,0,0,
ماجربت انا موبايلي بس stc الياف ١٠٠ ميجا وتعبان وخدمة سيئة مسدد فاتورة من شهر ونص وماتفعلت حتى الان,1.21641E+18,,1/12/2020 17:37,RioJar7,0,0,
فقط مع STC الياف وعلى سيرفر الميدل ايست بنق ثابت 150. ,1.21356E+18,,1/4/2020 20:42,Grrimmjow,0,0,
انا مع زين وكل شرايحي حولتها زين لكن نت البيت عندي STC الياف اتمنى ان فيه الياف من زين كان قد حولت من زمان,1.21306E+18,,1/3/2020 11:43,The_Saudi_girl,1,1,
نتكم stc ألياف؟,1.21214E+18,,12/31/2019 22:33,n4xrh,0,0,
دايييم تصيرلي حسبت المشكلة من نتي طلع عند الكل - stc الياف,1.21205E+18,,12/31/2019 16:40,dew_moun,0,0,
#NAME?,1.20919E+18,,12/23/2019 19:09,PICpicPICpi,0,0,
عندنا النت في أبحر الشمالية مخطط بالبيد STC ألياف ممتاز جداً .,1.20816E+18,,12/20/2019 23:02,AmooolaSalem,0,1,
حسب الحي والكبينة افضلهم stc الياف ، بس هي اغلى,1.20654E+18,,12/16/2019 11:41,azizamer45,0,0,
المميزات: - تكييف مركزي منفصل لكل غرفة - ستائر كهربائية لكل النوافذ - غاز مركزي - مجاري عمومية - خدمة STC ألياف #مهاد_الخليج #mehad_alkhaleej,1.20446E+18,,12/10/2019 17:40,Mehad_Alkhaleej,0,0,
موبايلي ولا stc الياف,1.1994E+18,,11/26/2019 19:05,MUT3B_73,0,0,
وش صار علي stc ألياف,1.19792E+18,,11/22/2019 16:51,AhmedYa86708625,1,1,
القيم برعاية STC (الياف) https://store.playstation.com/#!/tid=CUSA01433_00,1.19755E+18,,11/21/2019 16:29,abood3u,0,0,
القيم برعاية STC (الياف) #PS4share https://store.playstation.com/#!/tid=CUSA01433_00,1.19722E+18,,11/20/2019 18:23,abod3u,0,0,
انا عندي stc الياف و كويس,1.19677E+18,,11/19/2019 12:55,Aliboy150,0,0,
الصراحة الجودة ممتازة نتي STC الياف و على 1080P,1.19646E+18,,11/18/2019 16:01,Abdulla69820588,0,0,
